UNIQUE_ID,MOL_smiles,SMILES,LOG_HLM_CLint,LOG_RLM_CLint,LOG_MDR1-MDCK_ER,LOG_HPPB,LOG_RPPB,LOG_SOLUBILITY,dset,group,fold,chemprop,lgbm_morgan,tabpfn,lgbm_prop,lgbm_osm
01626cc4d6708ac7fa2d3483546a8ad467de7654,C#C[C@@](C)(CC)NC(=O)c1cc(F)cnc1NC1CC(F)(F)C1,C#C[C@@](C)(CC)NC(=O)c1cc(F)cnc1NC1CC(F)(F)C1,1.842771446,2.495928511,-0.095595312,0.671265433,0.850278553,,train,random,0,,,,,
0f0dd1dcaac1a2b64d994367f8cb06d32cff4300,C=CC(=O)N1CCC(CNc2ncnc(N)c2-c2ccc(Oc3ccccc3)cc2)CC1,C=CC(=O)N1CCC(CNc2ncnc(N)c2-c2ccc(Oc3ccccc3)cc2)CC1,2.282135893,3.161600362,1.393231611,0.752995432,0.901294817,1.004321374,train,random,0,,,,,
adeecb96916963a353bfd0974637ba822ce671d5,C=CC(=O)N1CCC([C@@H]2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1,C=CC(=O)N1CCC([C@@H]2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1,1.761739954,2.758344821,1.705596867,0.968996327,0.231979027,,train,random,0,,,,,
862fb9550f6e52f60f7eeadc05d435e3f76a0da6,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,2.7565,3.2433,0.72516,0.62603,-0.35853,0.93399,train,random,0,,,,,
055417459ae7281a44bdd84deedec1e2ff81d4c4,C=CC(=O)N1CCC[C@H](n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,C=CC(=O)N1CCC[C@H](n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,2.219660482,2.712971095,0.762732149,0.983851719,0.276231958,1.75089392,train,random,0,,,,,
be49023498dbafebd93c3069aeead978a1f9ff5b,C=CC(=O)N1C[C@H](Nc2ncnc3[nH]ccc23)CC[C@@H]1C,C=CC(=O)N1C[C@H](Nc2ncnc3[nH]ccc23)CC[C@@H]1C,0.675686709,1.435764759,1.81723103,1.828227965,1.74597993,1.729974286,train,random,0,,,,,
277f712ce25f0222800503f07b03cfc89e80e158,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)c(F)c3)nc3[nH]ccc23)c1,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)c(F)c3)nc3[nH]ccc23)c1,1.427680816,2.53699252,1.70375054,0.039414119,-0.139063379,,train,random,0,,,,,
a73a1528ae56bc0bf641c783b60962394cfd3317,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccoc23)c1,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccoc23)c1,1.209407768,2.516764029,1.342645173,0.146128036,-0.208309351,1.456366033,train,random,0,,,,,
ce4dd24728c798dd9d8cd9a26c41f986319cc980,CC#CC(=O)N1CC[C@@H](n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,CC#CC(=O)N1CC[C@@H](n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,1.329092647,2.272106283,1.460944843,0.935859798,0.669595781,1.810232518,train,random,0,,,,,
ed9f7f226b123ace5547ac5e9ae93ca9bbf2288c,CC#CC(=O)N1CC[C@@H](n2cc(-c3ccc(Oc4c(F)cccc4F)cc3)c3c(N)n[nH]c(=O)c32)C1,CC#CC(=O)N1CC[C@@H](n2cc(-c3ccc(Oc4c(F)cccc4F)cc3)c3c(N)n[nH]c(=O)c32)C1,1.620136055,2.715512815,1.70079951,-0.073143291,-0.029188389,0.431363764,train,random,0,,,,,
cace46a204639d8324fc997ead7c207c38671237,CC#CC(=O)N[C@H]1CCCN(c2c(F)cc(C(N)=O)c3[nH]c(C)c(C)c23)C1,CC#CC(=O)N[C@H]1CCCN(c2c(F)cc(C(N)=O)c3[nH]c(C)c(C)c23)C1,1.397348966,2.376374361,0.860625544,0.163856803,-0.639532816,1.033423755,train,random,0,,,,,
8540faacef30b75ec1b923445c07703b2232723b,CC(=O)N1CCN(c2nc(C(F)(F)F)nc3sc(C)c(C)c23)CC1,CC(=O)N1CCN(c2nc(C(F)(F)F)nc3sc(C)c(C)c23)CC1,1.633670406,2.335620355,0.087945428,0.13481437,0.624282096,1.710117365,train,random,0,,,,,
269f54197eaab7b2fa8f3c157ebec61ba21685b2,CC(=O)Nc1ccc(C(=O)N2CCCCC2c2nc(N)ncc2-c2ccc(Cl)cc2)cc1,CC(=O)Nc1ccc(C(=O)N2CCCCC2c2nc(N)ncc2-c2ccc(Cl)cc2)cc1,1.609647759,2.808125186,2.027037834,0.596926814,0.549861188,1.761927838,train,random,0,,,,,
c9da1eb9914e4b6ad05881bd4cbe40ebf839ec4e,CC(=O)Nc1ccc(C(=O)N2CCCCC2c2nc(N)ncc2-c2cccc(Cl)c2)cc1,CC(=O)Nc1ccc(C(=O)N2CCCCC2c2nc(N)ncc2-c2cccc(Cl)c2)cc1,1.727004157,2.813429526,1.991058155,0.520483533,0.584331224,1.759667845,train,random,0,,,,,
0b9cc8404b05abf2c740597db68497b4e15d555a,CC(=O)Nc1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,,,,1.887859133,1.916985305,1.442479769,train,random,0,,,,,
30744f7e82e3a93f46deeb631d81e9689fe4a4d7,CC(=O)Nc1ncc(C(=O)O)s1,CC(=O)Nc1ncc(C(=O)O)s1,,,,1.81935965,1.854123782,,train,random,0,,,,,
e96129ad63ded45dcccf61297372017eacfdc3fd,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,,,,,0.047274867,,train,random,0,,,,,
663a29835a4a87dc84cbebb5e7708e54e902e02a,CC(C)(C)C(=O)N1CCC(Cc2ccc(-c3cccs3)cc2)(C(=O)N2CCCC2)CC1,CC(C)(C)C(=O)N1CCC(Cc2ccc(-c3cccs3)cc2)(C(=O)N2CCCC2)CC1,2.347780667,3.158208351,-0.000772,-0.1837587,0.008174184,1.361727836,train,random,0,,,,,
5fde8e9561eac4a3fc7edb40e07441c91ca89fd1,CC(C)(O)CCn1cc2cc(NC(=O)c3cccc(C(F)(F)F)n3)c(C(C)(C)O)cc2n1,CC(C)(O)CCn1cc2cc(NC(=O)c3cccc(C(F)(F)F)n3)c(C(C)(C)O)cc2n1,0.996380313,1.629093448,1.010596548,1.015611205,1.092264361,,train,random,0,,,,,
80ad3dc5a1829217d113bc0e8e241e33971e915c,CC(C)(Oc1ccc(-c2cnc(N)c(-c3ccc(Cl)cc3)c2)cc1)C(=O)O,CC(C)(Oc1ccc(-c2cnc(N)c(-c3ccc(Cl)cc3)c2)cc1)C(=O)O,0.675686709,1.027920136,1.02666239,-1.158015195,-1.403402904,1.657055853,train,random,0,,,,,
add9f800596a1cd44b92b448285653b56e4b5e5e,CC(C)CC(NC(=O)C(O)C(N)Cc1ccccc1)C(=O)O,CC(C)CC(NC(=O)C(O)C(N)Cc1ccccc1)C(=O)O,,,-0.128153075,,1.54052968,,train,random,0,,,,,
613fb63214fd2e8d8ad5fb71af21fdbc2836edc3,CC(C)NC(=O)COc1cccc(-c2nc(Nc3ccc4[nH]ncc4c3)c3ccccc3n2)c1,CC(C)NC(=O)COc1cccc(-c2nc(Nc3ccc4[nH]ncc4c3)c3ccccc3n2)c1,1.630824356,3.192741081,1.301828955,-1.384078213,-0.504455662,,train,random,0,,,,,
0a985a5ad7362a07b690310027a4d347770317d2,CC(C)[C@@](C)(O)[C@@H]1CN(c2nc(-c3n[nH]c4ncccc34)c(F)cc2Cl)CCN1,CC(C)[C@@](C)(O)[C@@H]1CN(c2nc(-c3n[nH]c4ncccc34)c(F)cc2Cl)CCN1,,,,1.302460808,0.622421274,,train,random,0,,,,,
4b6412e28df7255a67c1979ae084ad8dfbb08637,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,,,1.714821018,,1.65850745,,train,random,0,,,,,
